"U:0,""U:1"",""U:2"",""p"",""vtkValidPointMask"",""arc_length"",""Points:0"",""Points:1"",""Points:2"""
0.062787,-3.7022e-05,0,0,1,0.00333,1.5,0.00333,0
0.062787,-3.7094e-05,0,0,1,0.00334,1.5,0.00334,0
0.062787,-3.7165e-05,0,0,1,0.00335,1.5,0.00335,0
0.062788,-3.7237e-05,0,0,1,0.00336,1.5,0.00336,0
0.062788,-3.7308e-05,0,0,1,0.00337,1.5,0.00337,0
0.062788,-3.738e-05,0,0,1,0.00338,1.5,0.00338,0
0.062788,-3.7451e-05,0,0,1,0.00339,1.5,0.00339,0
0.062788,-3.7523e-05,0,0,1,0.0034,1.5,0.0034,0
0.062788,-3.7594e-05,0,0,1,0.00341,1.5,0.00341,0
0.062788,-3.7666e-05,0,0,1,0.00342,1.5,0.00342,0
0.062788,-3.7737e-05,0,0,1,0.00343,1.5,0.00343,0
0.062788,-3.7809e-05,0,0,1,0.00344,1.5,0.00344,0
0.062788,-3.788e-05,0,0,1,0.00345,1.5,0.00345,0
0.062789,-3.7952e-05,0,0,1,0.00346,1.5,0.00346,0
0.062789,-3.8023e-05,0,0,1,0.00347,1.5,0.00347,0
0.062789,-3.8095e-05,0,0,1,0.00348,1.5,0.00348,0
0.062789,-3.8166e-05,0,0,1,0.00349,1.5,0.00349,0
0.062789,-3.8238e-05,0,0,1,0.0035,1.5,0.0035,0
0.062786,-3.8297e-05,0,0,1,0.00351,1.5,0.00351,0
0.062783,-3.8357e-05,0,0,1,0.00352,1.5,0.00352,0
0.06278,-3.8416e-05,0,0,1,0.00353,1.5,0.00353,0
0.062777,-3.8475e-05,0,-5.086e-19,1,0.00354,1.5,0.00354,0
0.062773,-3.8535e-05,0,0,1,0.00355,1.5,0.00355,0
0.06277,-3.8594e-05,0,0,1,0.00356,1.5,0.00356,0
0.062767,-3.8654e-05,0,0,1,0.00357,1.5,0.00357,0
0.062764,-3.8713e-05,0,0,1,0.00358,1.5,0.00358,0
0.062761,-3.8772e-05,0,0,1,0.00359,1.5,0.00359,0
0.062758,-3.8832e-05,0,0,1,0.0036,1.5,0.0036,0
0.062755,-3.8891e-05,0,0,1,0.00361,1.5,0.00361,0
0.062752,-3.895e-05,0,0,1,0.00362,1.5,0.00362,0
0.062749,-3.901e-05,0,0,1,0.00363,1.5,0.00363,0
0.062746,-3.9069e-05,0,0,1,0.00364,1.5,0.00364,0
0.062742,-3.9129e-05,0,0,1,0.00365,1.5,0.00365,0
0.062739,-3.9188e-05,0,0,1,0.00366,1.5,0.00366,0
0.062736,-3.9247e-05,0,0,1,0.00367,1.5,0.00367,0
0.062733,-3.9307e-05,0,0,1,0.00368,1.5,0.00368,0
0.06273,-3.9366e-05,0,0,1,0.00369,1.5,0.00369,0
0.062727,-3.9426e-05,0,0,1,0.0037,1.5,0.0037,0
0.062724,-3.9485e-05,0,0,1,0.00371,1.5,0.00371,0
0.062721,-3.9544e-05,0,0,1,0.00372,1.5,0.00372,0
0.062718,-3.9604e-05,0,0,1,0.00373,1.5,0.00373,0
0.062715,-3.9663e-05,0,0,1,0.00374,1.5,0.00374,0
0.062711,-3.9723e-05,0,0,1,0.00375,1.5,0.00375,0
0.062705,-3.9769e-05,0,0,1,0.00376,1.5,0.00376,0
0.062698,-3.9815e-05,0,-5.0963e-19,1,0.00377,1.5,0.00377,0
0.062691,-3.9861e-05,0,0,1,0.00378,1.5,0.00378,0
0.062684,-3.9907e-05,0,0,1,0.00379,1.5,0.00379,0
0.062677,-3.9954e-05,0,5.1169e-19,1,0.0038,1.5,0.0038,0
0.062671,-4e-05,0,0,1,0.00381,1.5,0.00381,0
0.062664,-4.0046e-05,0,0,1,0.00382,1.5,0.00382,0
0.062657,-4.0092e-05,0,0,1,0.00383,1.5,0.00383,0
0.06265,-4.0138e-05,0,0,1,0.00384,1.5,0.00384,0
0.062643,-4.0185e-05,0,0,1,0.00385,1.5,0.00385,0
0.062636,-4.0231e-05,0,0,1,0.00386,1.5,0.00386,0
0.06263,-4.0277e-05,0,0,1,0.00387,1.5,0.00387,0
0.062623,-4.0323e-05,0,0,1,0.00388,1.5,0.00388,0
0.062616,-4.037e-05,0,0,1,0.00389,1.5,0.00389,0
0.062609,-4.0416e-05,0,0,1,0.0039,1.5,0.0039,0
0.062602,-4.0462e-05,0,0,1,0.00391,1.5,0.00391,0
0.062596,-4.0508e-05,0,0,1,0.00392,1.5,0.00392,0
0.062589,-4.0554e-05,0,0,1,0.00393,1.5,0.00393,0
0.062582,-4.0601e-05,0,0,1,0.00394,1.5,0.00394,0
0.062575,-4.0647e-05,0,0,1,0.00395,1.5,0.00395,0
0.062568,-4.0693e-05,0,0,1,0.00396,1.5,0.00396,0
0.062562,-4.0739e-05,0,0,1,0.00397,1.5,0.00397,0
0.062555,-4.0785e-05,0,0,1,0.00398,1.5,0.00398,0
0.062548,-4.0832e-05,0,0,1,0.00399,1.5,0.00399,0
0.062541,-4.0878e-05,0,0,1,0.004,1.5,0.004,0
0.06253,-4.091e-05,0,0,1,0.00401,1.5,0.00401,0
0.062519,-4.0942e-05,0,0,1,0.00402,1.5,0.00402,0
0.062508,-4.0974e-05,0,0,1,0.00403,1.5,0.00403,0
0.062497,-4.1006e-05,0,0,1,0.00404,1.5,0.00404,0
0.062486,-4.1037e-05,0,0,1,0.00405,1.5,0.00405,0
0.062475,-4.1069e-05,0,0,1,0.00406,1.5,0.00406,0
0.062464,-4.1101e-05,0,0,1,0.00407,1.5,0.00407,0
0.062453,-4.1133e-05,0,-5.1108e-19,1,0.00408,1.5,0.00408,0
0.062442,-4.1165e-05,0,0,1,0.00409,1.5,0.00409,0
0.062431,-4.1197e-05,0,0,1,0.0041,1.5,0.0041,0
0.062419,-4.1229e-05,0,0,1,0.00411,1.5,0.00411,0
0.062408,-4.1261e-05,0,0,1,0.00412,1.5,0.00412,0
0.062397,-4.1293e-05,0,0,1,0.00413,1.5,0.00413,0
0.062386,-4.1325e-05,0,0,1,0.00414,1.5,0.00414,0
0.062375,-4.1357e-05,0,0,1,0.00415,1.5,0.00415,0
0.062364,-4.1389e-05,0,0,1,0.00416,1.5,0.00416,0
0.062353,-4.142e-05,0,0,1,0.00417,1.5,0.00417,0
0.062342,-4.1452e-05,0,0,1,0.00418,1.5,0.00418,0
0.062331,-4.1484e-05,0,0,1,0.00419,1.5,0.00419,0
0.06232,-4.1516e-05,0,0,1,0.0042,1.5,0.0042,0
0.062309,-4.1548e-05,0,0,1,0.00421,1.5,0.00421,0
0.062298,-4.158e-05,0,0,1,0.00422,1.5,0.00422,0
0.062287,-4.1612e-05,0,0,1,0.00423,1.5,0.00423,0
0.062276,-4.1644e-05,0,0,1,0.00424,1.5,0.00424,0
0.062265,-4.1676e-05,0,0,1,0.00425,1.5,0.00425,0
0.062249,-4.1692e-05,0,0,1,0.00426,1.5,0.00426,0
0.062233,-4.1709e-05,0,0,1,0.00427,1.5,0.00427,0
0.062217,-4.1725e-05,0,0,1,0.00428,1.5,0.00428,0
0.062201,-4.1742e-05,0,0,1,0.00429,1.5,0.00429,0
0.062185,-4.1758e-05,0,0,1,0.0043,1.5,0.0043,0
0.062169,-4.1775e-05,0,5.141e-19,1,0.00431,1.5,0.00431,0
0.062153,-4.1792e-05,0,0,1,0.00432,1.5,0.00432,0
0.062138,-4.1808e-05,0,0,1,0.00433,1.5,0.00433,0
0.062122,-4.1825e-05,0,0,1,0.00434,1.5,0.00434,0
0.062106,-4.1841e-05,0,0,1,0.00435,1.5,0.00435,0
0.06209,-4.1858e-05,0,0,1,0.00436,1.5,0.00436,0
0.062074,-4.1874e-05,0,0,1,0.00437,1.5,0.00437,0
0.062058,-4.1891e-05,0,0,1,0.00438,1.5,0.00438,0
0.062042,-4.1907e-05,0,0,1,0.00439,1.5,0.00439,0
0.062026,-4.1924e-05,0,0,1,0.0044,1.5,0.0044,0
0.062011,-4.194e-05,0,0,1,0.00441,1.5,0.00441,0
0.061995,-4.1957e-05,0,0,1,0.00442,1.5,0.00442,0
0.061979,-4.1973e-05,0,0,1,0.00443,1.5,0.00443,0
0.061963,-4.199e-05,0,0,1,0.00444,1.5,0.00444,0
0.061947,-4.2007e-05,0,0,1,0.00445,1.5,0.00445,0
0.061931,-4.2023e-05,0,0,1,0.00446,1.5,0.00446,0
0.061915,-4.204e-05,0,0,1,0.00447,1.5,0.00447,0
0.061899,-4.2056e-05,0,0,1,0.00448,1.5,0.00448,0
0.061883,-4.2073e-05,0,0,1,0.00449,1.5,0.00449,0
0.061868,-4.2089e-05,0,0,1,0.0045,1.5,0.0045,0
0.061846,-4.2089e-05,0,0,1,0.00451,1.5,0.00451,0
0.061825,-4.209e-05,0,0,1,0.00452,1.5,0.00452,0
0.061804,-4.209e-05,0,0,1,0.00453,1.5,0.00453,0
0.061782,-4.209e-05,0,0,1,0.00454,1.5,0.00454,0
0.061761,-4.209e-05,0,0,1,0.00455,1.5,0.00455,0
0.06174,-4.209e-05,0,0,1,0.00456,1.5,0.00456,0
0.061718,-4.209e-05,0,0,1,0.00457,1.5,0.00457,0
0.061697,-4.2091e-05,0,0,1,0.00458,1.5,0.00458,0
0.061676,-4.2091e-05,0,0,1,0.00459,1.5,0.00459,0
0.061654,-4.2091e-05,0,0,1,0.0046,1.5,0.0046,0
0.061633,-4.2091e-05,0,0,1,0.00461,1.5,0.00461,0
0.061612,-4.2091e-05,0,0,1,0.00462,1.5,0.00462,0
0.061591,-4.2092e-05,0,0,1,0.00463,1.5,0.00463,0
0.061569,-4.2092e-05,0,0,1,0.00464,1.5,0.00464,0
0.061548,-4.2092e-05,0,0,1,0.00465,1.5,0.00465,0
0.061527,-4.2092e-05,0,0,1,0.00466,1.5,0.00466,0
0.061505,-4.2092e-05,0,0,1,0.00467,1.5,0.00467,0
0.061484,-4.2092e-05,0,0,1,0.00468,1.5,0.00468,0
0.061463,-4.2093e-05,0,0,1,0.00469,1.5,0.00469,0
0.061441,-4.2093e-05,0,0,1,0.0047,1.5,0.0047,0
0.06142,-4.2093e-05,0,0,1,0.00471,1.5,0.00471,0
0.061399,-4.2093e-05,0,0,1,0.00472,1.5,0.00472,0
0.061377,-4.2093e-05,0,0,1,0.00473,1.5,0.00473,0
0.061356,-4.2093e-05,0,0,1,0.00474,1.5,0.00474,0
0.061335,-4.2094e-05,0,0,1,0.00475,1.5,0.00475,0
0.061307,-4.2077e-05,0,0,1,0.00476,1.5,0.00476,0
0.06128,-4.206e-05,0,0,1,0.00477,1.5,0.00477,0
0.061253,-4.2043e-05,0,0,1,0.00478,1.5,0.00478,0
0.061225,-4.2026e-05,0,0,1,0.00479,1.5,0.00479,0
0.061198,-4.2009e-05,0,0,1,0.0048,1.5,0.0048,0
0.061171,-4.1992e-05,0,0,1,0.00481,1.5,0.00481,0
0.061143,-4.1975e-05,0,0,1,0.00482,1.5,0.00482,0
0.061116,-4.1958e-05,0,0,1,0.00483,1.5,0.00483,0
0.061089,-4.1941e-05,0,0,1,0.00484,1.5,0.00484,0
0.061061,-4.1924e-05,0,0,1,0.00485,1.5,0.00485,0
0.061034,-4.1907e-05,0,0,1,0.00486,1.5,0.00486,0
0.061007,-4.189e-05,0,0,1,0.00487,1.5,0.00487,0
0.060979,-4.1873e-05,0,0,1,0.00488,1.5,0.00488,0
0.060952,-4.1856e-05,0,0,1,0.00489,1.5,0.00489,0
0.060925,-4.1838e-05,0,0,1,0.0049,1.5,0.0049,0
0.060897,-4.1821e-05,0,0,1,0.00491,1.5,0.00491,0
0.06087,-4.1804e-05,0,0,1,0.00492,1.5,0.00492,0
0.060843,-4.1787e-05,0,0,1,0.00493,1.5,0.00493,0
0.060815,-4.177e-05,0,0,1,0.00494,1.5,0.00494,0
0.060788,-4.1753e-05,0,0,1,0.00495,1.5,0.00495,0
0.060761,-4.1736e-05,0,0,1,0.00496,1.5,0.00496,0
0.060733,-4.1719e-05,0,0,1,0.00497,1.5,0.00497,0
0.060706,-4.1702e-05,0,0,1,0.00498,1.5,0.00498,0
0.060678,-4.1685e-05,0,0,1,0.00499,1.5,0.00499,0
0.060651,-4.1668e-05,0,0,1,0.005,1.5,0.005,0
0.060617,-4.1634e-05,0,0,1,0.00501,1.5,0.00501,0
0.060583,-4.1599e-05,0,0,1,0.00502,1.5,0.00502,0
0.060549,-4.1564e-05,0,0,1,0.00503,1.5,0.00503,0
0.060515,-4.1529e-05,0,0,1,0.00504,1.5,0.00504,0
0.060481,-4.1495e-05,0,0,1,0.00505,1.5,0.00505,0
0.060447,-4.146e-05,0,0,1,0.00506,1.5,0.00506,0
0.060413,-4.1425e-05,0,0,1,0.00507,1.5,0.00507,0
0.060379,-4.139e-05,0,0,1,0.00508,1.5,0.00508,0
0.060345,-4.1355e-05,0,0,1,0.00509,1.5,0.00509,0
0.060311,-4.1321e-05,0,0,1,0.0051,1.5,0.0051,0
0.060277,-4.1286e-05,0,0,1,0.00511,1.5,0.00511,0
0.060243,-4.1251e-05,0,0,1,0.00512,1.5,0.00512,0
0.060209,-4.1216e-05,0,0,1,0.00513,1.5,0.00513,0
0.060175,-4.1182e-05,0,0,1,0.00514,1.5,0.00514,0
0.060141,-4.1147e-05,0,0,1,0.00515,1.5,0.00515,0
0.060107,-4.1112e-05,0,0,1,0.00516,1.5,0.00516,0
0.060073,-4.1077e-05,0,0,1,0.00517,1.5,0.00517,0
0.060039,-4.1043e-05,0,0,1,0.00518,1.5,0.00518,0
0.060005,-4.1008e-05,0,0,1,0.00519,1.5,0.00519,0
0.059971,-4.0973e-05,0,0,1,0.0052,1.5,0.0052,0
0.059937,-4.0938e-05,0,0,1,0.00521,1.5,0.00521,0
0.059903,-4.0904e-05,0,0,1,0.00522,1.5,0.00522,0
0.059869,-4.0869e-05,0,0,1,0.00523,1.5,0.00523,0
0.059835,-4.0834e-05,0,0,1,0.00524,1.5,0.00524,0
0.059801,-4.0799e-05,0,0,1,0.00525,1.5,0.00525,0
0.059759,-4.0746e-05,0,0,1,0.00526,1.5,0.00526,0
0.059718,-4.0694e-05,0,0,1,0.00527,1.5,0.00527,0
0.059677,-4.0641e-05,0,0,1,0.00528,1.5,0.00528,0
0.059635,-4.0588e-05,0,0,1,0.00529,1.5,0.00529,0
0.059594,-4.0535e-05,0,0,1,0.0053,1.5,0.0053,0
0.059553,-4.0483e-05,0,0,1,0.00531,1.5,0.00531,0
0.059511,-4.043e-05,0,0,1,0.00532,1.5,0.00532,0
0.05947,-4.0377e-05,0,0,1,0.00533,1.5,0.00533,0
0.059429,-4.0325e-05,0,0,1,0.00534,1.5,0.00534,0
0.059387,-4.0272e-05,0,0,1,0.00535,1.5,0.00535,0
0.059346,-4.0219e-05,0,0,1,0.00536,1.5,0.00536,0
0.059305,-4.0166e-05,0,0,1,0.00537,1.5,0.00537,0
0.059263,-4.0114e-05,0,0,1,0.00538,1.5,0.00538,0
0.059222,-4.0061e-05,0,0,1,0.00539,1.5,0.00539,0
0.059181,-4.0008e-05,0,0,1,0.0054,1.5,0.0054,0
0.059139,-3.9955e-05,0,0,1,0.00541,1.5,0.00541,0
0.059098,-3.9903e-05,0,0,1,0.00542,1.5,0.00542,0
0.059057,-3.985e-05,0,0,1,0.00543,1.5,0.00543,0
0.059015,-3.9797e-05,0,0,1,0.00544,1.5,0.00544,0
0.058974,-3.9744e-05,0,0,1,0.00545,1.5,0.00545,0
0.058933,-3.9692e-05,0,0,1,0.00546,1.5,0.00546,0
0.058891,-3.9639e-05,0,0,1,0.00547,1.5,0.00547,0
0.05885,-3.9586e-05,0,0,1,0.00548,1.5,0.00548,0
0.058809,-3.9533e-05,0,0,1,0.00549,1.5,0.00549,0
0.058767,-3.9481e-05,0,0,1,0.0055,1.5,0.0055,0
0.058718,-3.941e-05,0,0,1,0.00551,1.5,0.00551,0
0.058669,-3.934e-05,0,0,1,0.00552,1.5,0.00552,0
0.05862,-3.9269e-05,0,0,1,0.00553,1.5,0.00553,0
0.05857,-3.9199e-05,0,0,1,0.00554,1.5,0.00554,0
0.058521,-3.9128e-05,0,0,1,0.00555,1.5,0.00555,0
0.058472,-3.9058e-05,0,0,1,0.00556,1.5,0.00556,0
0.058423,-3.8987e-05,0,0,1,0.00557,1.5,0.00557,0
0.058373,-3.8917e-05,0,-5.1801e-19,1,0.00558,1.5,0.00558,0
0.058324,-3.8846e-05,0,0,1,0.00559,1.5,0.00559,0
0.058275,-3.8776e-05,0,0,1,0.0056,1.5,0.0056,0
0.058226,-3.8705e-05,0,0,1,0.00561,1.5,0.00561,0
0.058176,-3.8635e-05,0,0,1,0.00562,1.5,0.00562,0
0.058127,-3.8564e-05,0,0,1,0.00563,1.5,0.00563,0
0.058078,-3.8494e-05,0,0,1,0.00564,1.5,0.00564,0
0.058029,-3.8423e-05,0,0,1,0.00565,1.5,0.00565,0
0.057979,-3.8353e-05,0,0,1,0.00566,1.5,0.00566,0
0.05793,-3.8282e-05,0,0,1,0.00567,1.5,0.00567,0
0.057881,-3.8212e-05,0,0,1,0.00568,1.5,0.00568,0
0.057832,-3.8141e-05,0,0,1,0.00569,1.5,0.00569,0
0.057782,-3.8071e-05,0,0,1,0.0057,1.5,0.0057,0
0.057733,-3.8e-05,0,0,1,0.00571,1.5,0.00571,0
0.057684,-3.793e-05,0,0,1,0.00572,1.5,0.00572,0
0.057635,-3.7859e-05,0,0,1,0.00573,1.5,0.00573,0
0.057585,-3.7789e-05,0,0,1,0.00574,1.5,0.00574,0
0.057536,-3.7718e-05,0,0,1,0.00575,1.5,0.00575,0
0.057478,-3.7631e-05,0,0,1,0.00576,1.5,0.00576,0
0.057421,-3.7543e-05,0,0,1,0.00577,1.5,0.00577,0
0.057363,-3.7456e-05,0,0,1,0.00578,1.5,0.00578,0
0.057305,-3.7369e-05,0,0,1,0.00579,1.5,0.00579,0
0.057247,-3.7281e-05,0,0,1,0.0058,1.5,0.0058,0
0.057189,-3.7194e-05,0,0,1,0.00581,1.5,0.00581,0
0.057132,-3.7106e-05,0,0,1,0.00582,1.5,0.00582,0
0.057074,-3.7019e-05,0,-5.1902e-19,1,0.00583,1.5,0.00583,0
0.057016,-3.6931e-05,0,0,1,0.00584,1.5,0.00584,0
0.056958,-3.6844e-05,0,0,1,0.00585,1.5,0.00585,0
0.056901,-3.6756e-05,0,0,1,0.00586,1.5,0.00586,0
0.056843,-3.6669e-05,0,0,1,0.00587,1.5,0.00587,0
0.056785,-3.6581e-05,0,0,1,0.00588,1.5,0.00588,0
0.056727,-3.6494e-05,0,0,1,0.00589,1.5,0.00589,0
0.05667,-3.6406e-05,0,0,1,0.0059,1.5,0.0059,0
0.056612,-3.6319e-05,0,0,1,0.00591,1.5,0.00591,0
0.056554,-3.6231e-05,0,0,1,0.00592,1.5,0.00592,0
0.056496,-3.6144e-05,0,0,1,0.00593,1.5,0.00593,0
0.056439,-3.6056e-05,0,0,1,0.00594,1.5,0.00594,0
0.056381,-3.5969e-05,0,0,1,0.00595,1.5,0.00595,0
0.056323,-3.5881e-05,0,0,1,0.00596,1.5,0.00596,0
0.056265,-3.5794e-05,0,0,1,0.00597,1.5,0.00597,0
0.056207,-3.5706e-05,0,0,1,0.00598,1.5,0.00598,0
0.05615,-3.5619e-05,0,0,1,0.00599,1.5,0.00599,0
0.056092,-3.5531e-05,0,0,1,0.006,1.5,0.006,0
0.056025,-3.5428e-05,0,0,1,0.00601,1.5,0.00601,0
0.055958,-3.5325e-05,0,0,1,0.00602,1.5,0.00602,0
0.055891,-3.5222e-05,0,0,1,0.00603,1.5,0.00603,0
0.055825,-3.5119e-05,0,0,1,0.00604,1.5,0.00604,0
0.055758,-3.5016e-05,0,0,1,0.00605,1.5,0.00605,0
0.055691,-3.4913e-05,0,0,1,0.00606,1.5,0.00606,0
0.055624,-3.481e-05,0,0,1,0.00607,1.5,0.00607,0
0.055557,-3.4706e-05,0,-5.1994e-19,1,0.00608,1.5,0.00608,0
0.055491,-3.4603e-05,0,0,1,0.00609,1.5,0.00609,0
0.055424,-3.45e-05,0,0,1,0.0061,1.5,0.0061,0
0.055357,-3.4397e-05,0,0,1,0.00611,1.5,0.00611,0
0.05529,-3.4294e-05,0,0,1,0.00612,1.5,0.00612,0
0.055223,-3.4191e-05,0,0,1,0.00613,1.5,0.00613,0
0.055156,-3.4088e-05,0,0,1,0.00614,1.5,0.00614,0
0.05509,-3.3985e-05,0,0,1,0.00615,1.5,0.00615,0
0.055023,-3.3881e-05,0,0,1,0.00616,1.5,0.00616,0
0.054956,-3.3778e-05,0,0,1,0.00617,1.5,0.00617,0
0.054889,-3.3675e-05,0,0,1,0.00618,1.5,0.00618,0
0.054822,-3.3572e-05,0,0,1,0.00619,1.5,0.00619,0
0.054755,-3.3469e-05,0,0,1,0.0062,1.5,0.0062,0
0.054689,-3.3366e-05,0,0,1,0.00621,1.5,0.00621,0
0.054622,-3.3263e-05,0,0,1,0.00622,1.5,0.00622,0
0.054555,-3.316e-05,0,0,1,0.00623,1.5,0.00623,0
0.054488,-3.3057e-05,0,0,1,0.00624,1.5,0.00624,0
0.054421,-3.2953e-05,0,0,1,0.00625,1.5,0.00625,0
0.054345,-3.2837e-05,0,0,1,0.00626,1.5,0.00626,0
0.054269,-3.272e-05,0,0,1,0.00627,1.5,0.00627,0
0.054192,-3.2603e-05,0,0,1,0.00628,1.5,0.00628,0
0.054116,-3.2486e-05,0,0,1,0.00629,1.5,0.00629,0
0.05404,-3.237e-05,0,0,1,0.0063,1.5,0.0063,0
0.053963,-3.2253e-05,0,0,1,0.00631,1.5,0.00631,0
0.053887,-3.2136e-05,0,0,1,0.00632,1.5,0.00632,0
0.05381,-3.2019e-05,0,-5.2077e-19,1,0.00633,1.5,0.00633,0
0.053734,-3.1903e-05,0,0,1,0.00634,1.5,0.00634,0
0.053658,-3.1786e-05,0,0,1,0.00635,1.5,0.00635,0
0.053581,-3.1669e-05,0,0,1,0.00636,1.5,0.00636,0
0.053505,-3.1552e-05,0,0,1,0.00637,1.5,0.00637,0
0.053429,-3.1436e-05,0,0,1,0.00638,1.5,0.00638,0
0.053352,-3.1319e-05,0,0,1,0.00639,1.5,0.00639,0
0.053276,-3.1202e-05,0,0,1,0.0064,1.5,0.0064,0
0.0532,-3.1085e-05,0,0,1,0.00641,1.5,0.00641,0
0.053123,-3.0969e-05,0,0,1,0.00642,1.5,0.00642,0
0.053047,-3.0852e-05,0,0,1,0.00643,1.5,0.00643,0
0.05297,-3.0735e-05,0,0,1,0.00644,1.5,0.00644,0
0.052894,-3.0618e-05,0,0,1,0.00645,1.5,0.00645,0
0.052818,-3.0502e-05,0,0,1,0.00646,1.5,0.00646,0
0.052741,-3.0385e-05,0,0,1,0.00647,1.5,0.00647,0
0.052665,-3.0268e-05,0,0,1,0.00648,1.5,0.00648,0
0.052589,-3.0151e-05,0,0,1,0.00649,1.5,0.00649,0
0.052512,-3.0035e-05,0,0,1,0.0065,1.5,0.0065,0
0.052426,-2.9907e-05,0,0,1,0.00651,1.5,0.00651,0
0.05234,-2.9779e-05,0,0,1,0.00652,1.5,0.00652,0
0.052253,-2.9651e-05,0,0,1,0.00653,1.5,0.00653,0
0.052167,-2.9524e-05,0,0,1,0.00654,1.5,0.00654,0
0.052081,-2.9396e-05,0,0,1,0.00655,1.5,0.00655,0
0.051994,-2.9268e-05,0,0,1,0.00656,1.5,0.00656,0
0.051908,-2.914e-05,0,0,1,0.00657,1.5,0.00657,0
0.051822,-2.9013e-05,0,-5.215e-19,1,0.00658,1.5,0.00658,0
0.051736,-2.8885e-05,0,0,1,0.00659,1.5,0.00659,0
0.051649,-2.8757e-05,0,0,1,0.0066,1.5,0.0066,0
0.051563,-2.863e-05,0,0,1,0.00661,1.5,0.00661,0
0.051477,-2.8502e-05,0,0,1,0.00662,1.5,0.00662,0
0.05139,-2.8374e-05,0,0,1,0.00663,1.5,0.00663,0
0.051304,-2.8246e-05,0,0,1,0.00664,1.5,0.00664,0
0.051218,-2.8119e-05,0,0,1,0.00665,1.5,0.00665,0
0.051131,-2.7991e-05,0,0,1,0.00666,1.5,0.00666,0
0.051045,-2.7863e-05,0,0,1,0.00667,1.5,0.00667,0
0.050959,-2.7735e-05,0,0,1,0.00668,1.5,0.00668,0
