"U:0,""U:1"",""U:2"",""p"",""vtkValidPointMask"",""arc_length"",""Points:0"",""Points:1"",""Points:2"""
0.050873,-2.7608e-05,0,0,1,0.00669,1.5,0.00669,0
0.050786,-2.748e-05,0,0,1,0.0067,1.5,0.0067,0
0.0507,-2.7352e-05,0,0,1,0.00671,1.5,0.00671,0
0.050614,-2.7224e-05,0,0,1,0.00672,1.5,0.00672,0
0.050527,-2.7097e-05,0,0,1,0.00673,1.5,0.00673,0
0.050441,-2.6969e-05,0,0,1,0.00674,1.5,0.00674,0
0.050355,-2.6841e-05,0,0,1,0.00675,1.5,0.00675,0
0.050258,-2.6706e-05,0,0,1,0.00676,1.5,0.00676,0
0.050162,-2.657e-05,0,0,1,0.00677,1.5,0.00677,0
0.050065,-2.6435e-05,0,0,1,0.00678,1.5,0.00678,0
0.049969,-2.63e-05,0,0,1,0.00679,1.5,0.00679,0
0.049872,-2.6164e-05,0,0,1,0.0068,1.5,0.0068,0
0.049776,-2.6029e-05,0,0,1,0.00681,1.5,0.00681,0
0.049679,-2.5893e-05,0,0,1,0.00682,1.5,0.00682,0
0.049582,-2.5758e-05,0,-5.2213e-19,1,0.00683,1.5,0.00683,0
0.049486,-2.5623e-05,0,0,1,0.00684,1.5,0.00684,0
0.049389,-2.5487e-05,0,0,1,0.00685,1.5,0.00685,0
0.049293,-2.5352e-05,0,0,1,0.00686,1.5,0.00686,0
0.049196,-2.5216e-05,0,0,1,0.00687,1.5,0.00687,0
0.0491,-2.5081e-05,0,0,1,0.00688,1.5,0.00688,0
0.049003,-2.4945e-05,0,0,1,0.00689,1.5,0.00689,0
0.048907,-2.481e-05,0,0,1,0.0069,1.5,0.0069,0
0.04881,-2.4675e-05,0,0,1,0.00691,1.5,0.00691,0
0.048714,-2.4539e-05,0,0,1,0.00692,1.5,0.00692,0
0.048617,-2.4404e-05,0,0,1,0.00693,1.5,0.00693,0
0.048521,-2.4268e-05,0,0,1,0.00694,1.5,0.00694,0
0.048424,-2.4133e-05,0,0,1,0.00695,1.5,0.00695,0
0.048327,-2.3997e-05,0,0,1,0.00696,1.5,0.00696,0
0.048231,-2.3862e-05,0,0,1,0.00697,1.5,0.00697,0
0.048134,-2.3727e-05,0,0,1,0.00698,1.5,0.00698,0
0.048038,-2.3591e-05,0,0,1,0.00699,1.5,0.00699,0
0.047941,-2.3456e-05,0,0,1,0.007,1.5,0.007,0
0.047834,-2.3316e-05,0,0,1,0.00701,1.5,0.00701,0
0.047727,-2.3177e-05,0,0,1,0.00702,1.5,0.00702,0
0.04762,-2.3038e-05,0,0,1,0.00703,1.5,0.00703,0
0.047513,-2.2899e-05,0,0,1,0.00704,1.5,0.00704,0
0.047406,-2.2759e-05,0,0,1,0.00705,1.5,0.00705,0
0.0473,-2.262e-05,0,5.2457e-19,1,0.00706,1.5,0.00706,0
0.047193,-2.2481e-05,0,0,1,0.00707,1.5,0.00707,0
0.047086,-2.2341e-05,0,0,1,0.00708,1.5,0.00708,0
0.046979,-2.2202e-05,0,0,1,0.00709,1.5,0.00709,0
0.046872,-2.2063e-05,0,0,1,0.0071,1.5,0.0071,0
0.046765,-2.1924e-05,0,0,1,0.00711,1.5,0.00711,0
0.046658,-2.1784e-05,0,0,1,0.00712,1.5,0.00712,0
0.046551,-2.1645e-05,0,0,1,0.00713,1.5,0.00713,0
0.046444,-2.1506e-05,0,0,1,0.00714,1.5,0.00714,0
0.046337,-2.1366e-05,0,0,1,0.00715,1.5,0.00715,0
0.04623,-2.1227e-05,0,0,1,0.00716,1.5,0.00716,0
0.046123,-2.1088e-05,0,0,1,0.00717,1.5,0.00717,0
0.046016,-2.0949e-05,0,0,1,0.00718,1.5,0.00718,0
0.045909,-2.0809e-05,0,0,1,0.00719,1.5,0.00719,0
0.045802,-2.067e-05,0,0,1,0.0072,1.5,0.0072,0
0.045695,-2.0531e-05,0,0,1,0.00721,1.5,0.00721,0
0.045588,-2.0391e-05,0,0,1,0.00722,1.5,0.00722,0
0.045481,-2.0252e-05,0,0,1,0.00723,1.5,0.00723,0
0.045374,-2.0113e-05,0,0,1,0.00724,1.5,0.00724,0
0.045267,-1.9974e-05,0,0,1,0.00725,1.5,0.00725,0
0.04515,-1.9835e-05,0,0,1,0.00726,1.5,0.00726,0
0.045032,-1.9696e-05,0,0,1,0.00727,1.5,0.00727,0
0.044915,-1.9557e-05,0,0,1,0.00728,1.5,0.00728,0
0.044797,-1.9418e-05,0,0,1,0.00729,1.5,0.00729,0
0.04468,-1.9279e-05,0,0,1,0.0073,1.5,0.0073,0
0.044562,-1.914e-05,0,0,1,0.00731,1.5,0.00731,0
0.044445,-1.9001e-05,0,0,1,0.00732,1.5,0.00732,0
0.044327,-1.8862e-05,0,0,1,0.00733,1.5,0.00733,0
0.04421,-1.8723e-05,0,0,1,0.00734,1.5,0.00734,0
0.044092,-1.8585e-05,0,0,1,0.00735,1.5,0.00735,0
0.043975,-1.8446e-05,0,0,1,0.00736,1.5,0.00736,0
0.043858,-1.8307e-05,0,0,1,0.00737,1.5,0.00737,0
0.04374,-1.8168e-05,0,0,1,0.00738,1.5,0.00738,0
0.043623,-1.8029e-05,0,0,1,0.00739,1.5,0.00739,0
0.043505,-1.789e-05,0,0,1,0.0074,1.5,0.0074,0
0.043388,-1.7751e-05,0,0,1,0.00741,1.5,0.00741,0
0.04327,-1.7612e-05,0,0,1,0.00742,1.5,0.00742,0
0.043153,-1.7473e-05,0,0,1,0.00743,1.5,0.00743,0
0.043035,-1.7334e-05,0,0,1,0.00744,1.5,0.00744,0
0.042918,-1.7195e-05,0,0,1,0.00745,1.5,0.00745,0
0.0428,-1.7056e-05,0,0,1,0.00746,1.5,0.00746,0
0.042683,-1.6918e-05,0,0,1,0.00747,1.5,0.00747,0
0.042565,-1.6779e-05,0,0,1,0.00748,1.5,0.00748,0
0.042448,-1.664e-05,0,0,1,0.00749,1.5,0.00749,0
0.04233,-1.6501e-05,0,0,1,0.0075,1.5,0.0075,0
0.042203,-1.6367e-05,0,0,1,0.00751,1.5,0.00751,0
0.042075,-1.6233e-05,0,0,1,0.00752,1.5,0.00752,0
0.041947,-1.6099e-05,0,0,1,0.00753,1.5,0.00753,0
0.041819,-1.5964e-05,0,0,1,0.00754,1.5,0.00754,0
0.041691,-1.583e-05,0,0,1,0.00755,1.5,0.00755,0
0.041563,-1.5696e-05,0,0,1,0.00756,1.5,0.00756,0
0.041435,-1.5562e-05,0,0,1,0.00757,1.5,0.00757,0
0.041307,-1.5428e-05,0,0,1,0.00758,1.5,0.00758,0
0.041179,-1.5294e-05,0,0,1,0.00759,1.5,0.00759,0
0.041051,-1.516e-05,0,0,1,0.0076,1.5,0.0076,0
0.040923,-1.5026e-05,0,0,1,0.00761,1.5,0.00761,0
0.040795,-1.4892e-05,0,0,1,0.00762,1.5,0.00762,0
0.040668,-1.4758e-05,0,0,1,0.00763,1.5,0.00763,0
0.04054,-1.4624e-05,0,0,1,0.00764,1.5,0.00764,0
0.040412,-1.4489e-05,0,0,1,0.00765,1.5,0.00765,0
0.040284,-1.4355e-05,0,0,1,0.00766,1.5,0.00766,0
0.040156,-1.4221e-05,0,0,1,0.00767,1.5,0.00767,0
0.040028,-1.4087e-05,0,0,1,0.00768,1.5,0.00768,0
0.0399,-1.3953e-05,0,0,1,0.00769,1.5,0.00769,0
0.039772,-1.3819e-05,0,0,1,0.0077,1.5,0.0077,0
0.039644,-1.3685e-05,0,0,1,0.00771,1.5,0.00771,0
0.039516,-1.3551e-05,0,0,1,0.00772,1.5,0.00772,0
0.039388,-1.3417e-05,0,0,1,0.00773,1.5,0.00773,0
0.03926,-1.3283e-05,0,0,1,0.00774,1.5,0.00774,0
0.039133,-1.3149e-05,0,0,1,0.00775,1.5,0.00775,0
0.038994,-1.3024e-05,0,0,1,0.00776,1.5,0.00776,0
0.038856,-1.2899e-05,0,0,1,0.00777,1.5,0.00777,0
0.038718,-1.2774e-05,0,0,1,0.00778,1.5,0.00778,0
0.03858,-1.2649e-05,0,0,1,0.00779,1.5,0.00779,0
0.038442,-1.2524e-05,0,0,1,0.0078,1.5,0.0078,0
0.038303,-1.2399e-05,0,0,1,0.00781,1.5,0.00781,0
0.038165,-1.2274e-05,0,0,1,0.00782,1.5,0.00782,0
0.038027,-1.2149e-05,0,0,1,0.00783,1.5,0.00783,0
0.037889,-1.2025e-05,0,0,1,0.00784,1.5,0.00784,0
0.037751,-1.19e-05,0,0,1,0.00785,1.5,0.00785,0
0.037612,-1.1775e-05,0,0,1,0.00786,1.5,0.00786,0
0.037474,-1.165e-05,0,0,1,0.00787,1.5,0.00787,0
0.037336,-1.1525e-05,0,0,1,0.00788,1.5,0.00788,0
0.037198,-1.14e-05,0,0,1,0.00789,1.5,0.00789,0
0.03706,-1.1275e-05,0,0,1,0.0079,1.5,0.0079,0
0.036921,-1.115e-05,0,0,1,0.00791,1.5,0.00791,0
0.036783,-1.1026e-05,0,0,1,0.00792,1.5,0.00792,0
0.036645,-1.0901e-05,0,0,1,0.00793,1.5,0.00793,0
0.036507,-1.0776e-05,0,0,1,0.00794,1.5,0.00794,0
0.036369,-1.0651e-05,0,0,1,0.00795,1.5,0.00795,0
0.03623,-1.0526e-05,0,0,1,0.00796,1.5,0.00796,0
0.036092,-1.0401e-05,0,0,1,0.00797,1.5,0.00797,0
0.035954,-1.0276e-05,0,0,1,0.00798,1.5,0.00798,0
0.035816,-1.0151e-05,0,0,1,0.00799,1.5,0.00799,0
0.035678,-1.0027e-05,0,0,1,0.008,1.5,0.008,0
0.035529,-9.915e-06,0,0,1,0.00801,1.5,0.00801,0
0.035381,-9.8033e-06,0,0,1,0.00802,1.5,0.00802,0
0.035233,-9.6917e-06,0,0,1,0.00803,1.5,0.00803,0
0.035085,-9.5801e-06,0,0,1,0.00804,1.5,0.00804,0
0.034937,-9.4685e-06,0,5.2568e-19,1,0.00805,1.5,0.00805,0
0.034788,-9.3568e-06,0,5.2568e-19,1,0.00806,1.5,0.00806,0
0.03464,-9.2452e-06,0,0,1,0.00807,1.5,0.00807,0
0.034492,-9.1336e-06,0,0,1,0.00808,1.5,0.00808,0
0.034344,-9.022e-06,0,0,1,0.00809,1.5,0.00809,0
0.034196,-8.9103e-06,0,0,1,0.0081,1.5,0.0081,0
0.034047,-8.7987e-06,0,0,1,0.00811,1.5,0.00811,0
0.033899,-8.6871e-06,0,0,1,0.00812,1.5,0.00812,0
0.033751,-8.5755e-06,0,0,1,0.00813,1.5,0.00813,0
0.033603,-8.4639e-06,0,0,1,0.00814,1.5,0.00814,0
0.033454,-8.3522e-06,0,0,1,0.00815,1.5,0.00815,0
0.033306,-8.2406e-06,0,0,1,0.00816,1.5,0.00816,0
0.033158,-8.129e-06,0,0,1,0.00817,1.5,0.00817,0
0.03301,-8.0174e-06,0,0,1,0.00818,1.5,0.00818,0
0.032862,-7.9057e-06,0,0,1,0.00819,1.5,0.00819,0
0.032713,-7.7941e-06,0,0,1,0.0082,1.5,0.0082,0
0.032565,-7.6825e-06,0,0,1,0.00821,1.5,0.00821,0
0.032417,-7.5709e-06,0,0,1,0.00822,1.5,0.00822,0
0.032269,-7.4592e-06,0,0,1,0.00823,1.5,0.00823,0
0.032121,-7.3476e-06,0,0,1,0.00824,1.5,0.00824,0
0.031972,-7.236e-06,0,0,1,0.00825,1.5,0.00825,0
0.031815,-7.141e-06,0,0,1,0.00826,1.5,0.00826,0
0.031657,-7.0459e-06,0,0,1,0.00827,1.5,0.00827,0
0.031499,-6.9509e-06,0,0,1,0.00828,1.5,0.00828,0
0.031341,-6.8559e-06,0,0,1,0.00829,1.5,0.00829,0
0.031183,-6.7609e-06,0,0,1,0.0083,1.5,0.0083,0
0.031025,-6.6658e-06,0,0,1,0.00831,1.5,0.00831,0
0.030868,-6.5708e-06,0,0,1,0.00832,1.5,0.00832,0
0.03071,-6.4758e-06,0,0,1,0.00833,1.5,0.00833,0
0.030552,-6.3808e-06,0,0,1,0.00834,1.5,0.00834,0
0.030394,-6.2857e-06,0,0,1,0.00835,1.5,0.00835,0
0.030236,-6.1907e-06,0,0,1,0.00836,1.5,0.00836,0
0.030078,-6.0957e-06,0,0,1,0.00837,1.5,0.00837,0
0.029921,-6.0007e-06,0,0,1,0.00838,1.5,0.00838,0
0.029763,-5.9056e-06,0,0,1,0.00839,1.5,0.00839,0
0.029605,-5.8106e-06,0,0,1,0.0084,1.5,0.0084,0
0.029447,-5.7156e-06,0,0,1,0.00841,1.5,0.00841,0
0.029289,-5.6205e-06,0,0,1,0.00842,1.5,0.00842,0
0.029131,-5.5255e-06,0,0,1,0.00843,1.5,0.00843,0
0.028974,-5.4305e-06,0,0,1,0.00844,1.5,0.00844,0
0.028816,-5.3355e-06,0,0,1,0.00845,1.5,0.00845,0
0.028658,-5.2404e-06,0,0,1,0.00846,1.5,0.00846,0
0.0285,-5.1454e-06,0,0,1,0.00847,1.5,0.00847,0
0.028342,-5.0504e-06,0,0,1,0.00848,1.5,0.00848,0
0.028184,-4.9554e-06,0,0,1,0.00849,1.5,0.00849,0
0.028027,-4.8603e-06,0,0,1,0.0085,1.5,0.0085,0
0.02786,-4.7842e-06,0,0,1,0.00851,1.5,0.00851,0
0.027693,-4.7081e-06,0,0,1,0.00852,1.5,0.00852,0
0.027526,-4.6319e-06,0,0,1,0.00853,1.5,0.00853,0
0.027359,-4.5558e-06,0,0,1,0.00854,1.5,0.00854,0
0.027192,-4.4797e-06,0,5.258e-19,1,0.00855,1.5,0.00855,0
0.027025,-4.4036e-06,0,5.258e-19,1,0.00856,1.5,0.00856,0
0.026858,-4.3274e-06,0,0,1,0.00857,1.5,0.00857,0
0.026691,-4.2513e-06,0,0,1,0.00858,1.5,0.00858,0
0.026524,-4.1752e-06,0,0,1,0.00859,1.5,0.00859,0
0.026357,-4.0991e-06,0,0,1,0.0086,1.5,0.0086,0
0.02619,-4.0229e-06,0,0,1,0.00861,1.5,0.00861,0
0.026023,-3.9468e-06,0,0,1,0.00862,1.5,0.00862,0
0.025856,-3.8707e-06,0,0,1,0.00863,1.5,0.00863,0
0.025689,-3.7946e-06,0,0,1,0.00864,1.5,0.00864,0
0.025522,-3.7184e-06,0,0,1,0.00865,1.5,0.00865,0
0.025354,-3.6423e-06,0,0,1,0.00866,1.5,0.00866,0
0.025187,-3.5662e-06,0,0,1,0.00867,1.5,0.00867,0
0.02502,-3.49e-06,0,0,1,0.00868,1.5,0.00868,0
0.024853,-3.4139e-06,0,0,1,0.00869,1.5,0.00869,0
0.024686,-3.3378e-06,0,0,1,0.0087,1.5,0.0087,0
0.024519,-3.2617e-06,0,0,1,0.00871,1.5,0.00871,0
0.024352,-3.1855e-06,0,0,1,0.00872,1.5,0.00872,0
0.024185,-3.1094e-06,0,0,1,0.00873,1.5,0.00873,0
0.024018,-3.0333e-06,0,0,1,0.00874,1.5,0.00874,0
0.023851,-2.9571e-06,0,0,1,0.00875,1.5,0.00875,0
0.023676,-2.9009e-06,0,0,1,0.00876,1.5,0.00876,0
0.0235,-2.8446e-06,0,0,1,0.00877,1.5,0.00877,0
0.023324,-2.7884e-06,0,0,1,0.00878,1.5,0.00878,0
0.023149,-2.7321e-06,0,0,1,0.00879,1.5,0.00879,0
0.022973,-2.6759e-06,0,5.258e-19,1,0.0088,1.5,0.0088,0
0.022797,-2.6196e-06,0,5.258e-19,1,0.00881,1.5,0.00881,0
0.022622,-2.5633e-06,0,0,1,0.00882,1.5,0.00882,0
0.022446,-2.5071e-06,0,0,1,0.00883,1.5,0.00883,0
0.02227,-2.4508e-06,0,0,1,0.00884,1.5,0.00884,0
0.022095,-2.3946e-06,0,0,1,0.00885,1.5,0.00885,0
0.021919,-2.3383e-06,0,0,1,0.00886,1.5,0.00886,0
0.021743,-2.2821e-06,0,0,1,0.00887,1.5,0.00887,0
0.021568,-2.2258e-06,0,0,1,0.00888,1.5,0.00888,0
0.021392,-2.1695e-06,0,0,1,0.00889,1.5,0.00889,0
0.021216,-2.1133e-06,0,0,1,0.0089,1.5,0.0089,0
0.021041,-2.057e-06,0,0,1,0.00891,1.5,0.00891,0
0.020865,-2.0008e-06,0,0,1,0.00892,1.5,0.00892,0
0.020689,-1.9445e-06,0,0,1,0.00893,1.5,0.00893,0
0.020514,-1.8883e-06,0,0,1,0.00894,1.5,0.00894,0
0.020338,-1.832e-06,0,0,1,0.00895,1.5,0.00895,0
0.020162,-1.7757e-06,0,0,1,0.00896,1.5,0.00896,0
0.019986,-1.7195e-06,0,0,1,0.00897,1.5,0.00897,0
0.019811,-1.6632e-06,0,0,1,0.00898,1.5,0.00898,0
0.019635,-1.607e-06,0,0,1,0.00899,1.5,0.00899,0
0.019459,-1.5507e-06,0,0,1,0.009,1.5,0.009,0
0.019276,-1.5138e-06,0,0,1,0.00901,1.5,0.00901,0
0.019092,-1.4768e-06,0,0,1,0.00902,1.5,0.00902,0
0.018908,-1.4399e-06,0,0,1,0.00903,1.5,0.00903,0
0.018724,-1.4029e-06,0,0,1,0.00904,1.5,0.00904,0
0.01854,-1.366e-06,0,0,1,0.00905,1.5,0.00905,0
0.018357,-1.329e-06,0,0,1,0.00906,1.5,0.00906,0
0.018173,-1.2921e-06,0,0,1,0.00907,1.5,0.00907,0
0.017989,-1.2552e-06,0,0,1,0.00908,1.5,0.00908,0
0.017805,-1.2182e-06,0,0,1,0.00909,1.5,0.00909,0
0.017621,-1.1813e-06,0,0,1,0.0091,1.5,0.0091,0
0.017438,-1.1443e-06,0,0,1,0.00911,1.5,0.00911,0
0.017254,-1.1074e-06,0,0,1,0.00912,1.5,0.00912,0
0.01707,-1.0704e-06,0,0,1,0.00913,1.5,0.00913,0
0.016886,-1.0335e-06,0,0,1,0.00914,1.5,0.00914,0
0.016702,-9.9657e-07,0,0,1,0.00915,1.5,0.00915,0
0.016519,-9.5962e-07,0,0,1,0.00916,1.5,0.00916,0
0.016335,-9.2268e-07,0,0,1,0.00917,1.5,0.00917,0
0.016151,-8.8573e-07,0,0,1,0.00918,1.5,0.00918,0
0.015967,-8.4879e-07,0,0,1,0.00919,1.5,0.00919,0
0.015783,-8.1185e-07,0,0,1,0.0092,1.5,0.0092,0
0.0156,-7.7491e-07,0,0,1,0.00921,1.5,0.00921,0
0.015416,-7.3797e-07,0,0,1,0.00922,1.5,0.00922,0
0.015232,-7.0102e-07,0,0,1,0.00923,1.5,0.00923,0
0.015048,-6.6408e-07,0,0,1,0.00924,1.5,0.00924,0
0.014864,-6.2713e-07,0,0,1,0.00925,1.5,0.00925,0
0.014673,-6.0734e-07,0,0,1,0.00926,1.5,0.00926,0
0.014482,-5.8755e-07,0,0,1,0.00927,1.5,0.00927,0
0.01429,-5.6775e-07,0,0,1,0.00928,1.5,0.00928,0
0.014099,-5.4796e-07,0,0,1,0.00929,1.5,0.00929,0
0.013908,-5.2817e-07,0,5.2575e-19,1,0.0093,1.5,0.0093,0
0.013716,-5.0837e-07,0,5.2575e-19,1,0.00931,1.5,0.00931,0
0.013525,-4.8858e-07,0,0,1,0.00932,1.5,0.00932,0
0.013334,-4.6879e-07,0,0,1,0.00933,1.5,0.00933,0
0.013142,-4.4899e-07,0,0,1,0.00934,1.5,0.00934,0
0.012951,-4.292e-07,0,0,1,0.00935,1.5,0.00935,0
0.01276,-4.0941e-07,0,0,1,0.00936,1.5,0.00936,0
0.012568,-3.8961e-07,0,0,1,0.00937,1.5,0.00937,0
0.012377,-3.6982e-07,0,0,1,0.00938,1.5,0.00938,0
0.012186,-3.5002e-07,0,0,1,0.00939,1.5,0.00939,0
0.011994,-3.3023e-07,0,0,1,0.0094,1.5,0.0094,0
0.011803,-3.1044e-07,0,0,1,0.00941,1.5,0.00941,0
0.011611,-2.9064e-07,0,0,1,0.00942,1.5,0.00942,0
0.01142,-2.7085e-07,0,0,1,0.00943,1.5,0.00943,0
0.011229,-2.5106e-07,0,0,1,0.00944,1.5,0.00944,0
0.011037,-2.3126e-07,0,0,1,0.00945,1.5,0.00945,0
0.010846,-2.1147e-07,0,0,1,0.00946,1.5,0.00946,0
0.010655,-1.9168e-07,0,0,1,0.00947,1.5,0.00947,0
0.010463,-1.7188e-07,0,0,1,0.00948,1.5,0.00948,0
0.010272,-1.5209e-07,0,0,1,0.00949,1.5,0.00949,0
0.010081,-1.323e-07,0,0,1,0.0095,1.5,0.0095,0
0.0098822,-1.2575e-07,0,0,1,0.00951,1.5,0.00951,0
0.0096839,-1.192e-07,0,0,1,0.00952,1.5,0.00952,0
0.0094855,-1.1265e-07,0,0,1,0.00953,1.5,0.00953,0
0.0092872,-1.061e-07,0,0,1,0.00954,1.5,0.00954,0
0.0090888,-9.9554e-08,0,0,1,0.00955,1.5,0.00955,0
0.0088905,-9.3006e-08,0,0,1,0.00956,1.5,0.00956,0
0.0086921,-8.6458e-08,0,0,1,0.00957,1.5,0.00957,0
0.0084938,-7.991e-08,0,0,1,0.00958,1.5,0.00958,0
0.0082954,-7.3361e-08,0,0,1,0.00959,1.5,0.00959,0
0.0080971,-6.6814e-08,0,0,1,0.0096,1.5,0.0096,0
0.0078987,-6.0265e-08,0,0,1,0.00961,1.5,0.00961,0
0.0077004,-5.3717e-08,0,0,1,0.00962,1.5,0.00962,0
0.007502,-4.7169e-08,0,0,1,0.00963,1.5,0.00963,0
0.0073036,-4.0621e-08,0,0,1,0.00964,1.5,0.00964,0
0.0071053,-3.4073e-08,0,0,1,0.00965,1.5,0.00965,0
0.0069069,-2.7524e-08,0,0,1,0.00966,1.5,0.00966,0
0.0067086,-2.0976e-08,0,0,1,0.00967,1.5,0.00967,0
0.0065102,-1.4428e-08,0,0,1,0.00968,1.5,0.00968,0
0.0063119,-7.8797e-09,0,0,1,0.00969,1.5,0.00969,0
0.0061135,-1.3318e-09,0,0,1,0.0097,1.5,0.0097,0
0.0059152,5.2168e-09,0,0,1,0.00971,1.5,0.00971,0
0.0057168,1.1765e-08,0,0,1,0.00972,1.5,0.00972,0
0.0055185,1.8313e-08,0,0,1,0.00973,1.5,0.00973,0
0.0053201,2.4861e-08,0,0,1,0.00974,1.5,0.00974,0
0.0051217,3.141e-08,0,0,1,0.00975,1.5,0.00975,0
0.0049689,3.1065e-08,0,1.8488e-07,1,0.00976,1.5,0.00976,0
0.004816,3.0719e-08,0,3.6976e-07,1,0.00977,1.5,0.00977,0
0.0046632,3.0374e-08,0,5.5466e-07,1,0.00978,1.5,0.00978,0
0.0045103,3.0029e-08,0,7.3954e-07,1,0.00979,1.5,0.00979,0
0.0043574,2.9684e-08,0,9.2443e-07,1,0.0098,1.5,0.0098,0
0.0042046,2.9339e-08,0,1.1093e-06,1,0.00981,1.5,0.00981,0
0.0040517,2.8993e-08,0,1.2942e-06,1,0.00982,1.5,0.00982,0
0.0038988,2.8648e-08,0,1.4791e-06,1,0.00983,1.5,0.00983,0
0.003746,2.8303e-08,0,1.664e-06,1,0.00984,1.5,0.00984,0
0.0035931,2.7958e-08,0,1.8489e-06,1,0.00985,1.5,0.00985,0
0.0034403,2.7613e-08,0,2.0337e-06,1,0.00986,1.5,0.00986,0
0.0032874,2.7267e-08,0,2.2186e-06,1,0.00987,1.5,0.00987,0
0.0031345,2.6922e-08,0,2.4035e-06,1,0.00988,1.5,0.00988,0
0.0029817,2.6577e-08,0,2.5884e-06,1,0.00989,1.5,0.00989,0
0.0028288,2.6232e-08,0,2.7733e-06,1,0.0099,1.5,0.0099,0
0.0026759,2.5887e-08,0,2.9582e-06,1,0.00991,1.5,0.00991,0
0.0025231,2.5541e-08,0,3.1431e-06,1,0.00992,1.5,0.00992,0
0.0023702,2.5196e-08,0,3.328e-06,1,0.00993,1.5,0.00993,0
0.0022174,2.4851e-08,0,3.5128e-06,1,0.00994,1.5,0.00994,0
0.0020645,2.4506e-08,0,3.6977e-06,1,0.00995,1.5,0.00995,0
0.0019116,2.4161e-08,0,3.8826e-06,1,0.00996,1.5,0.00996,0
0.0017587,2.3816e-08,0,4.0675e-06,1,0.00997,1.5,0.00997,0
0.0016059,2.347e-08,0,4.2524e-06,1,0.00998,1.5,0.00998,0
0.001453,2.3125e-08,0,4.4373e-06,1,0.00999,1.5,0.00999,0
0.0013002,2.278e-08,0,4.6222e-06,1,0.01,1.5,0.01,0
